activity,business object,action,executing resource,org:resource,IT_relatedness,deterministic_following_activity,deterministic_preceding_activity,following_activities_standardization,preceding_activities_standardization,failure_rate,number_of_resources,ef_relative,median_execution_time,et_relative,stability
create letter no permit or only notification required,letter no permit or only notification required,create,missing,"560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.03,7.819869618631955e-10,0.026
enter senddate letter no permit or only notification required,senddate letter no permit notification required,enter,missing,"560521, 560530, 560532",1.0,False,False,0.0,0.0,1.0,3,6.763764260269648e-05,0.8,0.00022521641561373026,14399.466681481206
phase only notification required,phase notification,required,missing,"560521, 560532",0.6128104329109192,False,False,0.0,0.0,1.0,2,4.509176173513099e-05,0.08499999999999999,8.862518901116215e-10,0.014411764705882353
mesage request vvgb,request vvgb,mesage,missing,560532,1.0,False,False,0.0,0.0,1.0,1,4.509176173513099e-05,0.035,3.649272488694913e-10,0.035
cancel bag objects research,bag objects research,cancel,missing,560458,0.8480201363563538,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
send message olo status additions required,message olo status additions required,send,missing,"4634935, 560519",1.0,False,False,0.0,0.0,1.0,2,0.00011272940433782747,0.07,-2.3459608855895864e-09,-0.5898888888888891
enter senddate letter to stakeholders,senddate letter,enter,missing,560458,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,12417.18,6.473381908738955e-05,
forward transcript to stakeholders,transcript,forward,missing,560458,0.6754818558692932,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.13,6.777220336147694e-10,
message change competent authority,message,change,competent authority,560458,1.0,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
receive request extension,request extension,receive,missing,560458,0.5542856454849243,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,2.83,1.4753487347152289e-08,
extension not allowed,extension,not allowed,missing,560458,0.6332452297210693,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.07,3.649272488694913e-10,
stop suspended completeness subcases,suspended completeness subcases,stop,missing,560458,0.588782012462616,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.03,1.563973923726391e-10,
phase concept decision ready,concept decision,phase ready,missing,560519,0.5989518761634827,False,False,0.0,0.0,1.0,1,2.2545880867565496e-05,0.0,0.0,
